1_P1,1_P2,1_T,1_F,1_CV,1_X,1_PV,Juice temperature inlet,Juice temperature outlet,Juice density inlet,Juice density outlet,Steam flow,Steam pressure,Steam temperature,Vapour pressure,Vapour temperature,2_P1,2_P2,2_T,2_PV,2_CV,2_X,3_P1,3_P2,3_T,3_F,3_CV,3_X,3_PV,3_Steam flow,3_Steam pressure,3_Steam temperature,drifting
656.9,325.8,97.1,343.7,56.6,54.1,57.4,128.8,135.0,12.5,24.7,67.5,264.0,139.2,174.9,133.3,499.6,169.5,94.2,50.8,73.3,72.7,3520.4,2619.8,99.3,20.2,50.1,59.5,51.1,13.6,2460.6,396.1,2
659.1,329.7,97.0,343.6,57.1,54.1,57.2,128.7,135.0,12.5,24.7,67.2,264.0,139.2,175.0,133.3,500.6,169.7,94.2,49.8,73.1,72.7,3490.1,2625.6,99.3,24.7,46.5,53.7,51.0,13.7,2461.5,395.7,2
661.1,326.7,97.1,343.1,57.3,54.8,57.3,128.8,135.0,12.5,24.7,67.3,264.2,139.1,174.8,133.3,501.8,169.2,94.2,49.9,72.8,72.8,3483.3,2611.0,99.3,27.5,59.3,49.7,51.2,13.4,2460.6,395.7,2
660.8,328.7,97.0,342.9,57.1,55.8,57.0,128.8,135.0,12.5,24.7,67.0,264.0,139.2,174.8,133.3,501.1,169.2,94.2,49.7,73.0,72.8,3530.2,2601.2,99.3,19.6,61.6,59.4,52.1,13.3,2462.5,395.8,2
662.0,328.4,97.1,341.8,56.8,56.2,57.0,128.8,135.0,12.5,24.8,67.1,264.0,139.2,174.9,133.3,501.1,169.2,94.2,49.5,72.7,72.8,3571.2,2609.0,99.3,17.7,60.5,61.1,50.5,13.6,2461.5,395.8,2
662.3,327.5,97.1,341.0,56.7,55.7,56.3,128.8,135.0,12.5,24.8,67.7,264.1,139.1,174.9,133.3,501.3,169.2,94.2,49.6,73.1,73.0,3572.2,2618.8,99.3,19.4,50.7,60.1,49.9,13.6,2460.6,395.8,2
660.8,329.2,97.1,341.0,55.7,55.8,56.0,128.8,135.1,12.5,24.8,66.4,263.9,139.2,175.1,133.3,501.6,169.0,94.2,50.1,73.2,72.8,3542.9,2628.6,99.3,21.7,55.0,55.8,50.5,13.4,2461.5,396.1,2
659.6,333.3,97.1,341.4,55.6,55.3,55.7,128.8,135.1,12.5,25.0,67.5,264.1,139.2,175.1,133.3,500.9,169.2,94.2,49.9,73.0,72.6,3549.7,2608.1,99.3,22.6,49.4,53.7,51.0,13.5,2460.6,395.8,2
656.2,334.3,97.1,342.1,55.1,55.2,56.0,128.8,135.1,12.5,25.1,66.9,264.2,139.2,175.0,133.3,500.1,169.2,94.3,50.2,73.2,72.6,3528.2,2624.7,99.3,23.0,55.5,55.1,50.3,13.4,2461.5,395.7,2
655.4,334.1,97.1,343.0,56.2,53.8,56.3,128.7,135.1,12.5,25.1,66.6,264.0,139.2,175.0,133.3,499.4,169.5,94.2,50.1,73.3,72.6,3524.3,2595.4,99.3,24.5,56.8,53.3,51.7,13.5,2461.5,395.9,2
655.2,329.7,97.1,343.3,56.6,53.5,56.5,128.8,135.1,12.5,25.0,67.5,264.2,139.2,175.1,133.3,500.6,169.7,94.2,50.7,73.6,72.8,3503.8,2620.8,99.3,22.6,48.6,56.8,49.6,13.7,2461.5,395.9,2
657.6,331.4,97.1,343.2,56.8,54.7,55.9,128.8,135.1,12.5,25.0,67.0,264.3,139.2,175.0,133.4,502.1,169.2,94.3,49.6,73.2,72.8,3528.2,2590.5,99.3,24.4,59.3,54.1,50.9,13.6,2462.5,395.9,2
658.4,328.7,97.2,343.5,55.4,55.0,55.5,128.8,135.1,12.5,24.9,67.7,264.7,139.2,175.2,133.4,501.3,170.0,94.3,49.5,73.0,72.9,3545.8,2606.1,99.3,21.4,46.7,59.2,50.9,13.5,2461.5,395.9,2
659.8,331.9,97.1,342.7,55.7,55.2,55.7,128.8,135.1,12.5,24.9,66.9,264.4,139.2,175.2,133.4,500.9,169.2,94.3,49.7,72.9,73.1,3527.2,2626.6,99.3,23.0,55.7,55.8,50.9,13.6,2461.5,395.8,2
659.3,334.6,97.1,343.1,55.4,56.0,55.3,128.8,135.1,12.5,24.9,67.2,264.3,139.2,175.3,133.4,499.9,169.5,94.3,49.5,72.6,72.9,3529.2,2612.9,99.3,21.7,53.4,55.9,50.8,13.5,2460.6,395.8,2
658.9,333.8,97.1,343.1,55.8,55.2,55.9,128.8,135.1,12.5,24.8,67.3,264.6,139.2,175.2,133.4,501.6,169.5,94.2,50.4,72.8,72.7,3543.8,2628.6,99.3,22.2,54.3,55.0,50.8,13.5,2462.5,395.9,2
655.9,332.4,97.1,343.5,56.1,53.4,55.6,128.8,135.1,12.5,24.8,66.8,264.7,139.2,175.2,133.4,500.9,169.2,94.3,51.0,73.2,72.4,3557.5,2624.7,99.3,22.8,58.5,54.2,51.2,13.6,2461.5,395.8,2
658.6,334.3,97.1,343.5,55.9,54.3,55.6,128.8,135.1,12.5,24.7,67.1,264.3,139.2,175.2,133.4,500.6,169.2,94.2,50.7,73.6,72.5,3560.4,2608.1,99.3,20.7,57.6,58.5,49.4,13.5,2462.5,395.9,2
656.2,334.3,97.1,343.5,55.4,55.2,55.0,128.8,135.1,12.6,24.6,67.1,264.7,139.2,175.3,133.4,500.6,169.2,94.2,50.0,73.3,72.6,3550.7,2621.7,99.3,21.7,56.1,58.2,49.9,13.6,2461.5,395.9,2
658.9,330.6,97.1,343.5,55.1,54.4,55.2,128.8,135.1,12.6,24.6,67.2,265.0,139.2,175.4,133.4,501.6,169.2,94.2,50.0,73.0,72.7,3538.0,2625.6,99.3,23.9,54.4,56.3,52.0,13.5,2462.5,395.9,2
653.2,330.4,97.1,343.6,55.7,54.7,55.5,128.8,135.1,12.6,24.6,67.3,265.1,139.2,175.3,133.4,500.6,169.7,94.3,49.9,73.0,72.6,3519.4,2632.5,99.3,26.2,47.3,53.3,50.0,13.4,2461.5,395.7,2
654.9,334.1,97.1,344.1,56.1,54.1,55.9,128.8,135.1,12.6,24.5,67.8,264.7,139.2,175.5,133.4,499.9,169.2,94.2,49.9,72.8,72.7,3529.2,2595.4,99.3,27.4,57.4,50.4,50.5,13.5,2461.5,395.8,2
655.7,336.3,97.1,344.3,56.8,54.7,55.6,128.8,135.1,12.6,24.6,68.1,265.2,139.2,175.3,133.4,500.6,169.2,94.2,49.9,73.0,72.8,3527.2,2612.0,99.2,20.6,52.3,58.1,51.3,13.6,2461.5,395.9,2
656.4,330.2,97.1,343.8,55.8,54.2,55.0,128.8,135.1,12.6,24.6,67.7,265.2,139.2,175.5,133.4,500.4,169.5,94.2,49.5,72.7,72.5,3505.7,2615.9,99.2,21.4,57.6,54.8,51.3,13.5,2461.5,395.8,2
657.6,333.1,97.1,343.5,55.5,55.1,54.7,128.8,135.1,12.6,24.6,66.2,264.7,139.2,175.5,133.4,500.9,169.2,94.3,50.2,73.1,72.7,3519.4,2610.0,99.2,18.7,56.6,58.0,49.6,13.4,2461.5,395.9,2
654.2,329.9,97.1,343.2,54.7,54.8,54.1,128.8,135.1,12.6,24.6,66.7,264.8,139.2,175.5,133.4,500.9,169.2,94.2,50.8,73.3,72.7,3541.9,2618.8,99.3,20.3,46.0,56.5,51.3,13.2,2462.5,395.9,2
654.0,339.4,97.1,343.5,54.4,54.2,54.3,128.8,135.1,12.6,24.8,66.6,265.0,139.3,175.5,133.4,500.9,169.0,94.3,50.4,73.1,72.1,3540.9,2632.5,99.3,25.9,46.6,52.2,50.8,13.5,2461.5,395.9,2
653.7,336.5,97.1,344.4,54.6,54.1,54.6,128.8,135.1,12.6,24.8,66.6,264.7,139.3,175.4,133.4,499.9,169.5,94.3,50.7,73.0,72.6,3532.1,2648.1,99.3,31.6,51.3,47.4,49.9,13.4,2462.5,395.9,2
653.2,336.8,97.1,344.8,55.5,52.9,55.4,128.8,135.1,12.6,25.0,66.8,264.8,139.3,175.5,133.4,501.3,169.7,94.3,50.4,73.5,72.4,3543.8,2641.3,99.3,29.3,46.3,50.9,52.1,13.5,2462.5,395.8,2
651.5,333.8,97.1,345.5,56.5,53.7,55.4,128.8,135.1,12.6,25.0,66.3,265.1,139.2,175.5,133.4,501.1,168.7,94.3,50.3,73.0,72.7,3513.6,2641.3,99.3,27.7,47.4,51.1,51.4,13.5,2462.5,395.5,2
658.4,339.7,97.1,345.7,56.4,53.9,55.5,128.8,135.2,12.6,25.0,67.1,264.8,139.3,175.5,133.4,500.4,169.7,94.3,50.1,73.1,72.6,3486.2,2633.5,99.3,28.1,47.4,46.9,50.3,13.5,2462.5,395.8,2
655.4,334.3,97.1,344.8,56.1,55.3,54.9,128.8,135.1,12.6,25.0,66.9,265.1,139.3,175.7,133.4,501.3,169.7,94.2,50.2,72.9,72.7,3505.7,2611.0,99.2,25.3,53.9,48.7,50.7,13.5,2462.5,395.7,2
660.3,330.4,97.1,344.2,55.4,55.7,54.9,128.8,135.1,12.6,25.0,67.3,265.5,139.3,175.6,133.4,500.6,169.2,94.4,50.0,73.2,72.9,3517.5,2616.8,99.3,23.2,55.6,54.8,50.3,13.2,2461.5,395.5,2
659.8,331.9,97.1,343.3,55.8,54.5,54.8,128.8,135.2,12.6,25.0,66.7,265.4,139.3,175.5,133.4,501.6,169.2,94.3,50.5,73.1,72.7,3523.3,2625.6,99.3,23.8,52.9,55.5,49.4,13.5,2461.5,396.1,2
657.4,333.6,97.2,343.2,55.6,55.6,54.6,128.8,135.2,12.6,24.9,66.6,265.5,139.3,175.6,133.4,502.3,169.7,94.3,50.3,73.4,72.6,3540.9,2614.9,99.3,26.1,56.2,52.5,50.0,13.3,2462.5,395.4,2
657.4,338.0,97.1,343.3,55.7,54.4,54.5,128.8,135.2,12.6,25.0,66.9,265.2,139.3,175.7,133.4,501.3,169.2,94.3,49.8,72.9,72.5,3548.7,2618.8,99.3,24.1,50.0,56.1,49.0,13.4,2462.5,395.7,2
657.4,336.8,97.1,344.0,55.0,54.0,54.1,128.8,135.1,12.6,25.0,67.3,265.4,139.3,175.6,133.4,501.3,169.5,94.3,49.8,73.1,72.7,3542.9,2633.5,99.2,25.5,42.3,53.9,48.6,13.4,2462.5,395.9,2
656.7,337.2,97.1,344.1,55.1,54.8,54.2,128.8,135.1,12.6,25.0,66.5,265.1,139.3,175.6,133.4,500.4,169.2,94.3,50.3,73.2,72.7,3516.5,2647.1,99.3,27.1,53.1,48.9,49.4,13.4,2462.5,395.4,2
656.2,338.5,97.2,344.2,55.0,52.6,53.8,128.8,135.2,12.6,25.0,67.1,265.3,139.3,175.6,133.4,502.1,169.5,94.4,50.3,72.9,72.8,3535.0,2633.5,99.3,25.2,54.5,51.2,49.7,13.5,2462.5,395.8,2
654.0,340.4,97.2,344.3,54.8,53.5,53.9,128.9,135.1,12.6,25.1,66.0,265.4,139.3,175.8,133.4,500.4,170.0,94.3,50.2,73.1,72.7,3534.1,2622.7,99.3,24.5,57.8,54.3,49.1,13.3,2462.5,395.4,2
656.7,331.6,97.1,344.6,54.6,54.4,53.5,128.8,135.1,12.6,25.0,67.3,265.4,139.3,175.6,133.4,501.1,169.5,94.3,50.0,72.9,72.7,3546.8,2614.9,99.3,22.6,56.7,57.4,50.5,13.5,2462.5,395.4,2
653.0,337.5,97.2,344.8,54.7,52.8,54.3,128.8,135.1,12.6,25.0,66.8,265.4,139.3,175.6,133.4,500.4,169.5,94.3,50.5,73.0,72.6,3529.2,2621.7,99.3,22.7,52.2,57.6,50.7,13.4,2462.5,395.4,2
654.2,332.8,97.1,345.2,55.7,53.4,54.2,128.8,135.2,12.6,25.1,66.7,265.5,139.3,175.8,133.4,500.9,169.5,94.4,50.5,73.2,72.8,3485.2,2634.4,99.3,25.4,52.4,53.5,48.8,13.3,2462.5,395.8,2
654.7,333.6,97.1,345.3,55.3,53.9,54.0,128.9,135.1,12.6,25.1,66.4,265.5,139.3,175.7,133.4,500.1,169.2,94.3,50.1,73.3,72.8,3502.8,2599.3,99.2,24.1,56.6,51.8,49.8,13.3,2462.5,395.8,2
658.9,339.2,97.2,345.2,54.9,53.6,53.3,128.8,135.2,12.6,25.1,66.5,265.7,139.3,175.7,133.4,501.1,169.2,94.4,50.5,73.1,72.6,3518.4,2612.9,99.3,21.0,55.0,56.3,50.9,13.4,2462.5,395.8,2
655.4,338.2,97.2,345.2,53.9,54.1,53.3,128.9,135.1,12.6,25.1,67.7,265.8,139.3,175.8,133.4,499.9,169.5,94.4,50.4,73.1,72.7,3546.8,2636.4,99.2,22.3,50.2,54.1,49.6,13.3,2463.5,395.5,2
655.4,337.2,97.2,344.9,54.7,53.1,53.7,128.9,135.2,12.6,25.1,66.3,265.6,139.3,175.8,133.4,501.1,169.5,94.3,50.5,73.4,72.4,3538.9,2639.3,99.2,26.2,51.3,49.8,49.6,13.6,2462.5,395.7,2
654.7,339.9,97.2,344.9,54.9,53.3,53.9,128.9,135.1,12.6,25.0,66.9,265.8,139.3,175.7,133.4,502.6,169.7,94.3,50.8,73.4,72.7,3534.1,2631.5,99.3,27.8,52.1,50.9,50.4,13.4,2462.5,395.7,2
656.7,338.2,97.2,345.7,55.8,53.4,54.0,128.9,135.1,12.6,25.0,67.0,265.6,139.3,175.9,133.4,501.3,169.7,94.3,50.1,73.1,72.6,3545.8,2629.5,99.2,27.6,49.7,52.0,49.7,13.4,2462.5,395.7,2
658.4,336.3,97.2,345.7,55.0,54.4,53.3,128.9,135.1,12.6,25.1,65.9,265.8,139.3,175.9,133.5,503.1,168.7,94.3,50.1,73.0,72.7,3513.6,2639.3,99.2,27.0,58.8,51.8,49.8,13.4,2462.5,396.1,2
656.4,335.8,97.2,345.1,54.5,53.7,53.5,128.9,135.1,12.6,25.1,66.5,265.2,139.3,175.9,133.5,501.1,169.5,94.4,50.2,73.0,72.8,3533.1,2595.4,99.2,22.8,56.7,55.1,48.6,13.4,2462.5,395.5,2
658.1,339.2,97.2,344.8,54.9,53.9,53.3,128.9,135.1,12.6,25.2,67.3,265.6,139.3,175.8,133.4,502.3,169.2,94.3,50.2,72.8,72.6,3519.4,2619.8,99.3,18.8,55.2,58.9,50.6,13.5,2463.5,395.7,2
654.0,339.4,97.2,344.8,54.6,53.3,53.4,128.9,135.1,12.6,25.2,66.2,265.7,139.3,175.9,133.5,500.4,169.7,94.3,49.9,73.0,72.7,3514.5,2625.6,99.2,21.2,54.8,54.6,49.1,13.4,2462.5,395.8,2
654.0,337.7,97.2,344.8,54.7,53.5,52.9,128.9,135.1,12.6,25.2,66.3,265.6,139.3,175.9,133.5,501.6,169.5,94.4,50.0,73.1,73.1,3568.3,2599.3,99.3,19.5,60.8,55.9,49.7,13.4,2462.5,395.7,2
653.2,331.4,97.2,345.1,54.1,53.3,53.1,128.9,135.1,12.6,25.3,66.2,265.6,139.3,175.9,133.4,501.1,169.7,94.3,50.3,73.0,72.7,3582.9,2617.8,99.2,17.7,55.7,60.7,51.9,13.4,2462.5,395.8,2
652.7,338.0,97.2,344.9,53.9,53.7,52.4,128.9,135.1,12.6,25.3,66.4,265.5,139.3,175.8,133.5,499.6,169.7,94.4,50.6,73.0,72.5,3564.3,2628.6,99.3,21.3,50.7,56.9,50.6,13.4,2464.5,395.1,2
654.2,335.3,97.2,345.4,53.3,52.9,52.5,128.9,135.1,12.6,25.3,66.2,265.7,139.3,175.8,133.5,500.6,169.5,94.4,50.8,73.4,72.8,3539.9,2640.3,99.3,26.5,50.5,52.4,50.8,13.3,2463.5,395.8,2
651.3,335.5,97.2,346.5,54.0,51.9,52.7,128.9,135.1,12.6,25.3,66.9,265.6,139.3,175.9,133.5,499.9,169.5,94.4,50.6,73.4,72.2,3509.6,2631.5,99.3,28.2,48.2,49.6,50.6,13.4,2463.5,395.8,2
650.8,333.3,97.2,347.1,53.9,51.5,53.1,128.9,135.1,12.6,25.3,66.5,265.3,139.3,176.0,133.4,503.3,169.2,94.4,49.5,72.9,73.1,3488.2,2632.5,99.3,29.8,53.9,47.9,49.6,13.4,2463.5,395.9,2
653.7,341.6,97.2,347.1,54.9,52.0,53.3,128.9,135.1,12.6,25.3,66.6,265.7,139.4,175.9,133.5,501.6,169.5,94.3,49.7,72.8,73.1,3509.6,2620.8,99.3,24.2,53.0,53.2,49.4,13.4,2463.5,395.5,2
652.0,334.6,97.2,346.8,54.6,53.1,53.0,128.9,135.1,12.6,25.2,65.9,265.6,139.4,175.9,133.5,501.6,169.5,94.4,49.2,72.7,72.9,3506.7,2622.7,99.3,22.3,51.4,54.0,50.5,13.3,2463.5,395.5,2
655.4,341.4,97.2,346.4,54.4,52.5,52.5,128.9,135.1,12.6,25.2,67.0,265.5,139.3,175.9,133.5,501.8,169.2,94.3,49.8,72.9,73.0,3496.0,2635.4,99.3,24.3,55.6,51.5,50.4,13.4,2462.5,395.7,2
655.2,337.7,97.2,345.7,53.2,52.5,51.7,128.9,135.1,12.6,25.2,67.0,265.8,139.4,175.9,133.5,500.4,169.2,94.3,50.2,73.1,72.7,3526.3,2623.7,99.3,24.0,55.8,54.4,50.5,13.5,2463.5,395.7,2
652.0,335.8,97.2,345.5,52.8,53.2,51.9,128.9,135.1,12.6,25.2,66.4,265.8,139.4,176.2,133.5,501.3,169.2,94.3,50.3,73.3,72.3,3545.8,2631.5,99.3,24.4,53.9,55.5,51.4,13.3,2463.5,395.9,2
650.8,338.2,97.2,346.3,52.9,52.9,51.6,128.9,135.1,12.6,25.1,65.8,265.5,139.4,176.0,133.5,500.6,169.0,94.3,50.7,73.2,72.7,3520.4,2638.3,99.3,26.9,49.6,52.6,51.3,13.5,2464.5,395.7,2
647.4,342.4,97.2,347.4,53.0,51.8,52.4,128.9,135.1,12.6,25.1,66.1,265.6,139.3,176.0,133.5,500.9,169.5,94.4,50.1,73.3,72.3,3544.8,2614.9,99.3,28.7,52.5,49.4,49.1,13.4,2463.5,395.4,2
646.2,337.0,97.2,348.0,53.8,51.3,52.2,128.9,135.1,12.6,25.0,66.1,265.5,139.4,175.9,133.5,501.8,169.7,94.4,49.6,72.8,72.9,3568.3,2590.5,99.3,25.1,61.7,53.5,49.7,13.4,2463.5,395.8,2
648.8,336.5,97.2,348.1,53.4,51.3,52.4,128.9,135.1,12.6,25.0,66.7,265.8,139.4,175.9,133.5,502.1,169.5,94.3,49.8,72.9,72.7,3605.4,2589.5,99.3,17.5,63.9,61.3,52.0,13.3,2463.5,395.5,2
651.3,337.2,97.2,348.2,54.0,52.1,52.1,128.9,135.1,12.6,25.1,66.2,265.6,139.4,176.2,133.5,501.1,169.5,94.4,50.0,73.0,72.6,3607.3,2599.3,99.2,15.3,50.6,64.1,48.8,13.4,2463.5,395.8,2
651.8,331.4,97.2,348.5,53.1,52.4,52.0,128.9,135.1,12.6,25.2,65.6,265.8,139.4,176.1,133.5,502.3,169.2,94.3,50.4,72.8,73.0,3557.5,2618.8,99.2,16.5,55.6,62.1,50.2,13.3,2464.5,395.4,2
650.5,334.1,97.2,348.4,53.3,53.0,51.6,128.9,135.1,12.6,25.1,65.9,265.6,139.4,176.1,133.5,502.1,169.5,94.3,49.9,73.2,72.7,3540.9,2621.7,99.2,20.2,60.0,56.3,52.9,13.2,2463.5,395.7,2
650.3,336.0,97.2,348.4,52.4,53.4,51.5,128.9,135.1,12.6,25.1,66.5,265.6,139.4,175.9,133.5,501.3,170.0,94.4,50.2,72.9,72.6,3539.9,2605.1,99.2,18.5,57.3,59.5,49.0,13.5,2463.5,395.5,2
645.2,334.3,97.2,348.5,53.0,51.6,51.7,128.9,135.1,12.6,25.3,66.5,265.8,139.4,176.1,133.5,501.8,169.5,94.4,50.8,73.1,72.5,3526.3,2623.7,99.2,18.1,59.6,58.9,47.8,13.3,2463.5,395.8,2
647.6,341.6,97.2,349.5,52.8,52.0,51.6,128.9,135.1,12.6,25.3,66.3,265.9,139.4,175.9,133.5,499.9,169.2,94.4,51.0,73.3,72.4,3519.4,2600.2,99.2,18.6,60.4,59.1,49.6,13.5,2465.4,395.8,2
648.8,337.7,97.2,349.2,53.0,51.2,51.9,128.9,135.1,12.6,25.3,66.6,266.3,139.4,176.0,133.5,502.8,169.5,94.5,50.3,73.3,72.4,3524.3,2616.8,99.2,18.9,57.3,60.6,51.8,13.5,2463.5,395.8,2
649.3,343.1,97.2,349.5,53.2,50.9,51.6,128.9,135.0,12.6,25.4,66.8,265.9,139.4,176.1,133.5,501.1,169.0,94.4,50.0,73.3,72.7,3522.3,2624.7,99.2,23.2,49.4,56.5,49.7,13.3,2464.5,395.8,2
650.3,345.1,97.2,349.5,52.9,51.3,51.6,128.9,135.0,12.6,25.4,66.1,265.6,139.4,176.1,133.5,503.3,169.5,94.4,49.8,73.0,72.7,3538.0,2598.3,99.2,26.0,60.2,52.7,48.6,13.5,2464.5,395.5,2
646.2,343.1,97.2,349.6,52.8,51.8,51.3,128.9,135.0,12.7,25.3,66.5,265.5,139.4,176.1,133.5,501.8,169.7,94.4,49.7,72.8,72.9,3580.0,2612.9,99.2,20.7,59.2,60.0,50.6,13.4,2464.5,395.5,2
647.6,337.7,97.2,349.6,52.5,51.1,51.6,128.9,135.0,12.7,25.2,66.3,265.8,139.4,176.1,133.5,501.6,169.0,94.4,50.1,73.1,72.9,3570.2,2630.5,99.2,20.2,45.2,60.0,50.0,13.4,2464.5,395.8,2
648.4,340.4,97.2,349.6,52.5,52.2,51.0,128.9,135.0,12.7,25.1,66.0,265.6,139.4,176.1,133.5,501.8,169.5,94.4,49.7,72.7,72.6,3543.8,2636.4,99.2,23.8,38.2,54.6,49.0,13.2,2464.5,395.5,2
646.2,339.4,97.2,348.7,51.8,52.5,51.1,129.0,135.0,12.7,25.1,66.4,265.9,139.4,176.1,133.5,502.1,169.2,94.4,49.9,73.2,72.8,3510.6,2641.3,99.1,26.1,40.9,50.7,50.4,13.5,2464.5,395.3,2
643.7,340.7,97.2,349.5,52.3,50.7,50.9,128.9,135.0,12.7,25.2,66.5,266.0,139.4,176.2,133.5,501.1,169.2,94.4,50.5,73.1,72.9,3478.4,2659.8,99.2,29.1,57.4,45.5,50.6,13.4,2464.5,395.8,2
646.9,341.1,97.2,350.5,52.1,51.5,51.3,129.0,135.0,12.7,25.4,66.4,266.1,139.4,176.1,133.5,501.8,169.5,94.4,50.0,73.3,72.4,3529.2,2597.3,99.1,28.2,55.7,49.6,49.4,13.5,2463.5,395.5,2
646.4,340.9,97.2,350.9,53.0,50.4,51.4,129.0,135.0,12.7,25.5,66.5,265.6,139.4,176.2,133.5,503.1,169.5,94.4,50.2,73.3,72.8,3517.5,2617.8,99.1,23.3,60.7,57.0,48.3,13.4,2463.5,395.3,2
649.3,344.6,97.2,350.9,52.5,49.9,51.2,129.0,135.0,12.7,25.4,66.1,266.0,139.4,176.1,133.5,501.8,169.5,94.4,50.4,73.3,72.3,3536.0,2579.7,99.2,19.5,63.6,58.5,50.0,13.5,2465.4,395.4,2
645.4,338.0,97.2,350.8,52.8,51.5,51.3,129.0,135.0,12.7,25.4,65.8,265.8,139.4,176.3,133.5,500.9,169.2,94.5,49.9,73.2,72.7,3550.7,2609.0,99.2,16.8,56.2,64.0,50.3,13.4,2464.5,395.5,2
646.6,338.2,97.2,349.9,52.5,51.8,51.0,129.0,135.0,12.7,25.5,65.9,265.6,139.4,176.1,133.5,503.3,169.7,94.4,50.1,73.0,72.5,3535.0,2616.8,99.1,20.9,53.9,59.7,48.9,13.3,2464.5,395.5,2
648.1,337.7,97.2,349.9,52.4,52.2,51.1,129.0,135.0,12.7,25.3,66.5,265.8,139.4,176.3,133.5,501.6,169.2,94.4,49.8,73.1,73.0,3538.0,2607.1,99.2,23.6,57.8,55.0,49.1,13.4,2465.4,395.7,2
644.7,337.5,97.3,349.8,52.4,50.7,50.7,129.0,135.0,12.7,25.2,66.2,265.8,139.4,176.2,133.6,502.3,169.2,94.4,50.0,72.8,72.7,3546.8,2620.8,99.2,20.7,53.7,57.0,50.6,13.3,2465.4,395.9,2
649.1,343.1,97.3,350.1,51.9,51.1,50.9,129.0,134.9,12.7,25.2,66.3,266.0,139.4,176.3,133.5,501.8,169.5,94.4,50.1,73.0,72.7,3545.8,2633.5,99.1,21.9,49.7,54.9,49.9,13.3,2465.4,395.8,2
646.4,341.6,97.2,350.5,52.0,50.9,50.6,129.0,134.9,12.7,25.3,65.7,265.7,139.4,176.0,133.5,502.8,169.2,94.4,49.8,73.0,72.9,3534.1,2638.3,99.1,25.7,56.0,50.4,49.4,13.2,2466.4,395.7,2
644.9,344.8,97.2,350.5,51.8,50.4,50.9,129.0,134.9,12.7,25.3,65.6,265.5,139.4,176.2,133.5,500.9,169.5,94.4,50.2,73.0,72.7,3562.4,2617.8,99.1,23.5,54.6,55.5,50.4,13.3,2465.4,395.4,2
643.7,345.3,97.2,350.9,52.1,49.9,50.5,129.0,134.9,12.7,25.2,66.6,265.4,139.4,176.1,133.5,501.8,169.5,94.5,50.7,73.5,72.8,3538.0,2622.7,99.1,24.6,50.6,55.5,51.6,13.3,2464.5,395.8,2
644.2,340.7,97.3,351.0,51.5,50.2,50.5,129.0,134.9,12.7,25.2,66.0,265.6,139.4,176.2,133.5,501.1,169.2,94.5,50.4,73.2,72.6,3508.7,2636.4,99.1,27.4,50.6,51.6,51.1,13.4,2465.4,395.7,2
647.9,345.8,97.2,351.2,51.7,50.8,50.3,129.0,134.9,12.7,25.1,66.2,265.6,139.4,176.3,133.5,501.3,169.5,94.5,50.3,73.0,72.6,3498.9,2627.6,99.0,27.7,53.1,49.8,50.1,13.5,2464.5,395.8,2
646.4,349.5,97.3,351.3,51.0,50.8,50.3,129.0,134.9,12.7,25.1,65.8,265.3,139.4,176.1,133.5,502.3,169.2,94.5,50.1,73.0,72.8,3520.4,2617.8,99.1,22.8,56.2,54.7,49.6,13.2,2465.4,395.3,2
643.2,341.9,97.3,351.5,51.6,50.8,50.6,129.0,134.9,12.7,25.2,65.3,265.4,139.4,176.3,133.5,502.8,169.2,94.5,50.1,73.3,72.7,3515.5,2614.9,99.1,20.3,56.6,56.5,51.7,13.3,2465.4,395.5,2
642.7,341.6,97.2,351.5,51.4,49.8,50.3,129.0,134.9,12.7,25.3,65.5,265.4,139.4,176.2,133.5,501.6,169.5,94.4,50.2,73.3,72.6,3521.4,2636.4,99.1,20.6,47.7,56.4,50.9,13.1,2466.4,395.8,2
645.9,345.3,97.3,352.1,51.6,48.9,50.6,129.0,134.9,12.7,25.4,65.4,264.9,139.4,176.1,133.5,501.3,169.2,94.5,49.8,73.3,72.5,3523.3,2627.6,99.1,24.9,54.2,51.3,50.5,13.1,2465.4,395.5,2
643.0,341.1,97.3,352.7,52.0,50.3,50.5,129.0,134.9,12.7,25.4,65.5,265.4,139.4,176.1,133.6,501.6,169.5,94.4,49.8,72.9,72.6,3541.9,2623.7,99.0,24.8,53.6,53.7,52.3,13.3,2466.4,395.7,2
646.6,340.2,97.3,352.4,52.2,49.9,50.8,129.0,134.9,12.7,25.3,66.3,265.4,139.4,176.1,133.5,503.1,169.2,94.5,49.9,73.1,72.8,3537.0,2619.8,99.0,25.7,66.9,53.9,53.7,13.4,2466.4,395.8,2
646.4,341.6,97.2,351.9,52.3,51.6,50.6,129.0,134.8,12.7,25.3,66.0,265.4,139.4,176.1,133.5,502.8,169.5,94.4,49.9,72.9,72.6,3582.9,2575.8,99.0,18.9,69.2,61.7,51.1,13.2,2466.4,395.7,2
648.4,347.7,97.3,351.5,51.7,51.8,50.7,129.0,134.9,12.7,25.3,65.8,265.6,139.4,176.2,133.5,502.8,169.5,94.5,50.1,73.1,73.0,3579.0,2586.6,99.0,13.8,46.9,69.1,50.4,13.2,2465.4,395.4,2
